No;Tweet;Sentiment
344;Poczytałabym coś o Rosji, raczej dokumentalnego niż fabułę, możecie coś polecić?;neutral 
345;Pamiętacie jak były tu gwiazdki zamiast serduszek?;neutral 
346;Panowie mają fatalne koszulki - każdy jeden wygląda jakby miał wydatny brzuch.;discouraged
347;Ależ cudne rzeczy! brałabym wszystko po kolei!;happy
348;Całkiem przyjemna ta nowa płyta;calm
349;O jak cudownie, zaraz po 8h pracy będzie można przestać patrzeć w komputer i spokojnie popatrzeć w ekran telefonu. Uff. #piąteczek;happy
350;Jak przepięknie pada śnieg;happy
351;Jestem porządnie chora, a mam tyle pracy #wepracy jutro, że indeterminate, co mam zrobić.;depressed 
352;Straciłam głos i to żadna metafora. Ja zawsze choruję w absolutnie najgorszych momentach.;depressed 
353;Ja chwilowo też nie polatam. (W tle moje wiązadło strzałkowe podczas rekonwalescencji).;depressed 
354;Jako że chwilowo prowadzę nudne życie polegające na leżeniu i nauce, to będę Was informować, co mama mi robi do jedzenia.;depressed 
355;Uwielbiam spędzać czas u rodziny z Lublina. Muszę sobie o tym częściej przypominać.;calm
356;Łóżko, kocyk, lemoniada na gorąco, książka. Jest doskonale.;calm
357;"""Amerykańska sielanka"" bardzo dobra. Najpierw oczywiście polecam lekturę, potem wizytę w kinie.";calm
358;Chłodno, słonecznie, wróble rozśpiewane, aż chciałoby się na ławce na podwórku przy rodzinnym domu lekko zmarznąć z książką.;calm
359;Zaraz się popłaczę z tęsknoty za Bazylem, bo zobaczyłam na Instagramie jak ktoś łaskocze w ucho owczarka, jak ja zawsze robiłam.;depressed 
360;W niedzielny poranek rozpoczynam znajomość z Waldemarem Łysiakiem.;neutral 
361;Weekend spędzę w łóżku: spanie, nauka, książka, seriale, hektolitry herbaty i pyszne jedzenie. Wszystko w ciepłych skarpetkach.;calm
362;Ile razy bym tego nie doświadczyła, tyle razy czuję ogromną radość, gdy widzę, jak sąd nabiera przekonania do mojego stanowiska. Ach. <3;happy
363;Fajnie sobie czasem przypomnieć od jak dawna i jak wiele znaczy dla Ciebie ktoś bliski. Dziękuję @ovvlsome! :* Jako, że piątek... #ff :);happy
364;Czasem ludzie mnie tak strasznie żenują swoim poczuciem wyższości, że mam ochotę odciąć sobie internet. Może na początek dzień bez Twittera?;upset
365;#oezu jak mi się nie chce w biurze dziś siedzieć Dawno tak #źle nie było. Jakis #wyż czy co?;upset
366;Koszmar wrócił! Młody nie radzi sobie z matmą. Muszę mu pomóc. Mam ochotę zemdleć. #matematyka #fobia #źle #wstręt #duże #zło;upset
367;Czasem życie jest niesprawiedliwe robisz wszystko by było db ale i tak jest źle. ;depressed 
368;#źle. wszystko nie tak. -_-;depressed 
369;Kiedy masz mieszane uczucia i trwa w tobie wojna <<< #źle #pomocy;depressed 
370;Ten telefon jest jakiś zjebany oddałem do naprawy bo guziki głośności się urwały zrobili ale zjebali mi głośnik i jak tu żyć #źle;upset
371;Wszystkie poranki są tak samo beznadziejne... #zimno #źle #wszedzie #jest #zlo;discouraged
372;Czuję się jakby przejechał mnie czołg #źle;depressed 
373;Masz smutny humor, pracujesz nad czymś resztką sił i nagle w Spotify... Celine Dion - My Heart Will Go On. ;depressed 
374;Początek tygodnia i już rozczarowania... Czemu wszystko musi przeciągać się w czasie ?? #Źle #Bardzo #CzekamNiecierpliwie;discouraged
375;Zawsze jak pytam czy moze byc gorzej-to jest #gorzej. Małe #dziecko beczy na cały bus. Juz 20 minut.;upset
376;Te dni, kiedy skrzynka mailowa w pracy wywala się w kosmos !@#$/^*( #loveit #praca #niemoc #jakzyc #bez #maila #jutro #bedzie #gorzej;upset
377;Nie cierpię zimy !;upset
378;To nie rząd - to bydło.;upset
379;Jaki szczęśliwy, że tak blisko;happy
380;Czasami po całym dniu zauważam, że jedyne co udało mi się zrobić, to przemieścić się w kilka miejsc i wrócić do punktu zero. What.;discouraged
381;W słuchawkach trap, a ja śpię.;calm
382;#MÓZGJAKKOT : jedyne co zazwyczaj chciałbyś robić, to spać i siedzieć w domu. A gdy już musisz spać i siedzieć w domu - chcesz wyjść.;discouraged
383;Dla wszystkich tych, którzy fatygują się pisać prywatne wiadomości, tylko po to, żeby życzyć mi jutro śmierci:;upset
384;"Z rzeczy, które lubię: zielona herbata; dobry drop.";calm
385;Kuźwa, nie mam czasu przeżywać #blueMonday ! #jakżyć #smuteczek;upset
386;trzy(!) dni wybierałam case do telefonu, w końcu znalazłam ten jeden, zamówiłam, dzisiaj przyszedł i jestem zawiedziona w chuj #jakżyć;upset
387;przestańcie pieprzyć o jelenie i dajcie im obojgu żyć #życioweproblemy;upset
388;Dramat pracodawców: kandydaci nie przychodzą na rozmowy kwalifikacyjne. ;upset
389;Koszt odrzucenia dobrego kandydata jest dużo mniejszy, niż przyjęcie złego;neutral 
390;Polska znalazła się na 9. pozycji wśród krajów europejskich o najniższej stopie bezrobocia wg danych;calm
391;Minister @E_Rafalska w @Jeden_na_jeden: zbieramy opinie do obywatelskiego projektu ustawy o ograniczeniu handlu w niedzielę.;neutral 
392;Szkolenie dla #edukator.ów w #Kraków było niesamowite! Ogromnie dziękujemy! ;happy
393;W chłodny wtorkowy poranek Wolt umilił wszystkim pracę i przygotował gorącą czekoladę! :) ;happy
394;Nowe pomysły! #trening #praca ;happy
395;Jest praca w dobrym klimacie, czyli najnowsza akcja #Szczecin promująca pracę w tym mieście;happy
396;Polacy nie chcą przechodzić na emeryturę. Pracują coraz dłużej;discouraged
397;Wiem, że się powtarzam, ale jak ja nie lubię poniedziałków :/;discouraged
398;Wszedłem do księgarni. Zobaczyłem, ilu dobrych #książek nie mam. Teraz chciałbym na nie uczciwie #zarobić. Otwieram się na oferty.;depressed
399;"Sobota w pracy. Łączę się ze wszystkimi, których spotkał podobny los ;)";depressed
400;Tak mi się nie chce iść do pracy…;depressed
401;Co jest ważniejsze? Praca czy zdrowie? Co tu jest nie tak jak być powinno, od kogo to zależy?;upset
402;Kryzys talentów w sektorze bankowym;neutral 
403;Czesi chcą zatrudniać Polaków. Oto oferty pracy;neutral 
404;Zasiłki dla bezrobotnych będą większe ;neutral 
405;Niby #niedziela, wolne, a i tak już myślę o poniedziałku i pracy;neutral 
406;- Zatrudnię pracownika z dużym poczuciem humoru za śmieszne pieniądze.;neutral 
407;Kochany komputroniku minęły dwa lata a ja tęsknie za #praca u was;neutral 
408;Coś przekąsić, napić się, iść na spacer?? Kurde dylemat…;calm
409;Oto mój lek po złym dniu, a był naprawde zły ;depressed
410;Sezon chorobowy...syn non stop 39-40 stopni gorączki byliśmy w szpitalu. Wszystkie badania super a gorączka nadal jest.;depressed
411;Próbuje się uspokoić, ale mi to nie wychodzi;upset
412;Transfery transferami ale jutro mój mały szkrab pierwszy dzień do przedszkola.;upset
413;Jestem z synkiem na kolejnej rozmowie do szkoły....teraz rozumiem moich rodziców co czuli gdy ja miałam jakieś egzaminy czy testy;upset
414;Denerwuje się przed pójściem do pracy, a idę tam kolejny raz;upset
415;Jest nareszcie mój i tylko mój, ghehehe #szczęśliwy #świętawpaździerniku #canon #650D;happy
416;Bo nie ma dla mojego serca radości większej niż radość dawania... #WojtusioweUrodziny Oczka mu błyszczały jak dwa węgielki! #Szczęśliwy :);happy
417;"Już oficjalnie ;) Niecały centymetr i 7. tydzień ;) #szczęśliwy";happy
418;Dziś spełniło się kolejne z moich marzeń ????;happy
419;o już dziś obchodzimy z Weroniką drugą rocznicę ślubu.;happy
420;Dzień dobry ludziska! Pierwszy raz od paru tygodni normalnie dziś spałem. Bez żadnych koszmarów, bez przebudzania oraz wygodnie. ;happy
421;Większość rzeczy którymi się martwimy, nigdy się nie wydarzy. Po co się martwić?;happy
422;"Egzamin na prawo jazdy kategorii ""C"" zdany!! Po wielu tygodniach nauk cel osiagniety";happy
423;Jestem Dumny z Bycia Polakiem !! Brawo Polska !! Polska 3-0 Rosja Mamy To !!;happy
424;Kocham to uczucie jak wstaje rano i nikogo nie ma w domu;happy
425;Każdego dnia naucz się czegoś nowego. Takie podejście sprawia, że czujesz się #szczęśliwy #motywacja #rozwój;happy
426;"""Interpretator zjawisk psychologicznych zajmujący się transplantacją tych zjawisk na procesy biznesowe"" ?? ciekawy dzień przede mną ?? #praca";neutral 
427;"Czy da się dobrze zarabiać ""na słuchawce""? Okazuje się, że tak :)";happy
428;Rocznica wyzwolenia obozu #Auschwitz to wezwanie by KAŻDE ludzkie życie było ważne i szanowane. Czy #świat zrozumiał tą bolesną lekcję?;depressed
429;"""Patrzenie na #świat z perspektywy biurka jest #niebezpieczne"" ~John Le Carre";neutral 
430;#Londyn: #NottingHillCarnival stwarza poważne zagrożenie dla bezpieczeństwa publicznego ;upset
431;Ci najbardziej wychwalani w dzisiejszym świecie, to ci najbardziej zniszczeni przez system. Ironia.;upset
432;Nasilają Się Prześladowania Chrześcijan, Głównie W Azji Prześladowania ..;depressed
433;Kryzys Brytyjskiej Służby Zdrowia. Tak Źle Jeszcze Nie Było Zimowy kryzys ...;upset
434;Karmienie się rozrywkami tego świata spustoszy cię duchowo.;depressed
435;Rośnie znaczenie #przedsiebiorczosc.i społecznej w Polsce - o #biznes.ie, który zmienia #świat;neutral 
436;3,7 mld pasażerów na świecie w ubiegłym roku:;neutral 
437;Eksplozjami wita #nowyrok2017 wulkan #Colima w #Meksyk - ubiegły był dla niego dość pracowity. #świat #nauka;neutral 
438;Ej, a jeśli prawdziwy #świat istnieje na serio po drugiej stronie lustra, a po tej jest tylko jakiś #sen? Ale by było, ja cie;depressed
439;W przeciągu 2 tygodni w moich okolicach #zaginęło aż 6 osób!! indeterminate dokąd zmierza ten #świat Aż strach samemu wychodzić z domu...;depressed
440;A to będę się śmiał, gdy nie zdążą ze zniszczeniem świata przed jego końcem.;depressed
441;Czemu dbanie o #zdrowie i godność stało się opcją polityczną? ;depressed
442;Rozpada się prawie co drugie małżeństwo …;depressed
443;Pod względem różnic w wynagrodzeniach kobiet i mężczyzn #Polska na tle innych krajów Europy Zachodniej wypada bardzo dobrze. ;calm
444;#Polityka i #monety mają dwie strony. #Świat jest ciekawszy, ma przynajmniej cztery :D;neutral 
445;#smog #korki #sesja - to tylko niektóre rzeczy, które powodują u nas #stres dziś uczymy się, jak sobie z nim radzić #studenciuj #ssuj;neutral 
446;Brak #energii i inne #wyznaczniki społecznych #przemian #zmęczenie #apatia #stres #Lifestyle https://goo.gl/TSIbFG;indeterminate
447;Zaraz jade na probe poloneza do Korony #stres Całe zycie w biegu..;upset
448;Ludzie, szanujcie swoje zdrowie, nie szarpcie tak nerwów. Świętujcie chociaż trochę. Albo odpocznijcie po prostu. #święta #stres #paranoja;neutral 
449;;
450;14h w pracy... Co ja jakiś @pecet jestem :/  #zmęczony #dajciepiwa;discouraged 
451;przygoda za przygodą, skoro dziś musiałem jechać z otwartym oknem 120km/h to jutro będę potrzebował szalika  #owiany #zmęczony #mesiucały;neutral 
452;Szukam czegoś na ciągły brak energii, całe dni prześpię a i tak chodzę do tyłu :( #śpiący #brakenergii #zmęczony;discouraged 
453;Jeez ,chyba będę chory ... a psik !! #zmeczony #poszkole #Czekamnaautobus ..xd;depressed
454;"Jedyne czego teraz chcę to sen ;_; #hasztag #zmęczony #męczącytydzień";discouraged 
455;Przejechane około 20km. Cała Malta zwiedzona :D #rower #Malta #zmęczony;neutral 
456;Jeśli myślisz że crossfit jest męczący kup zarosnieta działkę i zacznij ją porządkować #weekend #praca #zmęczony;neutral 
457;Jest 8:00, a czuję się jakby była 7:50.... #zmęczony;indeterminate
458;Chciałabym, ja w środku, jeszcze tyle rzeczy zrobić, ale siedzę zamknięta w zmęczonym pudełku... #zmęczony #lisek;depressed
459;I cała noc znowu z gitarami. heee #studio #wluj #zmęczony – jak zwykle;neutral 
460;Czasami tak długo szukasz dobrego zdjęcia do wpisu na blog, że masz ochotę rzucić to wszystko i wyjechać w #Bieszczady #wkurzony #zmęczony;discouraged 
461;chyba będę musiał szukać nowy pracy bliżej do mojego domu bo codziennie zajmuje mi 4 godziny na podróże do pracy #zmeczony;neutral 
462;#zmęczony #poniedziałek #ciężki;discouraged 
463;Czas na zasłużony odpoczynek! #zmęczony;neutral 
464;Chętnie odeśpię ten tydzień w sobotę. Jestem niezwykle #zmęczony. Chociaż z drugiej strony, za klika lat codzienny tryb będzie trudniejszy.;depressed
465;Kiedy w końcu będzie weekend? #zmęczony;discouraged 
466;Długi dzień na @CP_SWPS #Wrocław #Zaliczenia #TłumyNaWykładzie #Zaszczycony #Zmęczony #Spełniony;happy
467;dzisiaj opuszczam sobie wdawanie się w dyskusje i kłótnie, nie mam na to wystarczającego zapasu siły i energii a także chęci #zmeczony;discouraged 
468;RT Yoshimikaru: #Zmęczony ale czasami #satysfakcja jest o wiele większą nagrodą niż się wydaje! #yolo #survivolo #…;happy
469;Już mi się nie chce xD #obóz #zmęczony #tired;discouraged 
470;Za rok będziesz żałował , ze nie zacząłeś dzisiaj #zmeczony #tired #happy #day #zumba #fitness… https://instagram.com/p/29VzFCziA7/ ;indeterminate
471;Po tylu godzinach bycia w lesie, w końcu jestem w domu #głodny i #zmęczony;neutral 
472;Dzisiaj to kolejny dzień z serii: nic mi się nie chce.. #zmęczony #lenistwo;discouraged 
473;Konkurs o przemocy słownej. #znudzony #zmęczony #zirytowany #zły i jeszcz milion innych negatywnych uczuć;upset
474;Dobra koniec tej pracy na dziś pora na #sen #zmeczony #weekend;neutral 
475;Materiał nagrany, teraz czekamy ns efekty montażu... #Zmęczony!;neutral 
476;@Benfranklin1 mniej spotkań, z upływem dni AO więcej kawy #zmęczony #ale #szczęśliwy #śpiący #kawyyyyyyyyy;happy
477;Oglądam jakiś program w tv, nie bardzo ogarniam co i o czym po prostu patrzę na obrazki :D #zmęczony;neutral 
478;Ufff porządki przed świąteczne zakończone #zmęczony;calm
479;Idziemy pisać sprawdzian z biologii :/ #zmeczony;depressed
480;ale mi sie nic nie chce #zmęczony q.q;discouraged 
481;Czy tylko ja ostatnio się czuję jakby niebo miało mi zlecieć na łeb? #spać #zmęczony;depressed
482;jeden z najgorszych dni w tym roku... #zmęczony;discouraged 
483;Trzeba na jutro przygotować referat, ale jak się za niego zabrać :/ #zmęczony #music #help;discouraged 
484;Jedna z alejek Parku Oliwskiego #ParkOliwski #Gdansk #Polska #Iluminacja #Natura #Ilumination #Nature #Lights;happy
485;Noworoczny spacer po Parku Oliwskim #ParkOliwski #Gdansk #Polska #Iluminacja #Natura #Ilumination #Nature #Lights #NewYear;happy
486;#NATURA oddaje część zanieczyszczeń , które puszczamy do atmosfery.... #SMOG;depressed
487;JUż w Lilee niesamowite kosmetyki od resibo. #resibo #natura #naturalnie # organiczne… https://www.instagram.com/p/BP7wFmjjBKW/ ;neutral 
488;W taką pogodę aż chce się wyjść i obcować z naturą #gamaches #natura #widacwiosne;happy
489;Płyniemy na #Alandy. Rejs #Turku-#Stokholm #ecuafoto #Nikon #nikonphotography #landscape #amazing #natura #nikon_landscape;happy
490;Bandą z @MWszechpolska podejście na #Koziwierch #natura #tatry #zima. @PTatrzanski @Tatrzanski_PN;neutral 
491;#natura daje nam znaki. Czy nie tak właśnie wygląda #polska scena polityczna? Jeden #grzyb próbuje wyruchać drugiego, a #narod to nawóz...;discouraged 
492;Zielono w środku zimy #wroclove #nowehoryzonty #natura #miasto #ekologia @ Kino Nowe Horyzonty https://www.instagram.com/p/BPntKbLjYAz/;neutral 
493;Obudzić się rano na urlopie w górach i pierwsze co poczuć to #smog: #bezcenne #natura #Wisła #wszyscyumrzemy;depressed
494;Wodospad Tegenungan #Bali–ależ to był widok! Więcej zdjęć na https://goo.gl/9rgpF9  #podróż #podróże #fotografia #wyprawa #przygoda #natura;happy
495;Tu na razie jest #scierniskoale będzie #sanfracisco #pola #lasy #natura #zima #kasazneta… https://www.instagram.com/p/BOmAwD1DOxv/;calm
496;Jak tam po świętach, relaks czy powrót do pracy? #ciwf #animals #zwierzeta #cow #krowa #relaks #natura #nature #wednesday #beauty;neutral 
497;"via. @ehoryzont ""W górach czas stoi w miejscu.  #góry #śnieg #niebo #natura #błękit #horyzont #eHoryzont #MójHoryzo…";calm
498;#Singapur jest obecnie bogatszy w gatunki niż jakiekolwiek inne miasto na świecie #natura #zielonemiasto http://fb.me/16n1jJrLT;neutral 
499;To właśnie jest piękno natury... dlatego właśnie zachęcamy do aktywnego życia, i wyjścia na zewnątrz... #natura #pięknie #aktywnoścfizyczna;calm
500;.@wody_lecznicze Dzięki temu zyskujemy napęd do życia, a organizm może się prawidłowo rozwijać #energia #jod #natura #zdrowie;calm
501;Zapraszam do zapoznania się z naszym https://patronite.pl/FinVlog  #finlandia #patronite #wycieczki #natura #kuchniafinska #emigracja #edukacja;neutral 
502;Kochani :) like . Jako że przetestowałam je na własnej skórze. Serdecznie polecam. #natura #jest #cool... http://fb.me/4hUSq2Csi;happy
503;Właściwości olejku cytrynowego :) http://bit.ly/2gToPvp  #sanaja #kosmetykinaturalne #blog #sklepinternetowy #naturalneoleje #natura;neutral 
504;Budżety czasowe: http://gps65.salon24.pl/738332  - #gps65, #homosapiens, #kultura, #natura, #budżetyczasowe;neutral 
505;NOWY #DESIGN #LOGO #OBORZE MUSIAŁEM TROCHĘ UPROŚCIĆ BY ŁATWIEJ BYŁO JE ROZPOZNAĆ I KOMPONOWAĆ Z RÓŻNYMI INNYMI PIERDOŁAMI #NATURA;neutral 
506;Stawiamy na naturę! :) Produkujemy dla Państwa meble drewniane i na bazie drewna.;neutral 
507;;
508;Witaj w rodzinie... #NintedoWii #Retro #Konsole;happy
509;Industrial w pełnym wydaniu Huta Pokój, lata 30-te XX w. #RudaŚląska #retro;calm
510;Nowy nabytek do kolekcji - iPhone 3G 16GB A1241 iOS 4.2.1 #iphone #apple #applemuseum #retro…;happy
511;Styl,który nigdy nie odszedł w zapomnienie? To #midcentury Inaczej nowoczesne #Retro. Lampy w stylu #MidCenturyModern są świetne!;happy
